# Vertical gravity signal due to 3 spherical buried bodies (x, y, gz). 
# The models are described with (xc, yc, zc, r). 
# model1 = (1500., 2000., 500., 350.); 
# modeel = (5500., 250., 350., 300.); 
# model3 = (4600., 3000., 500., 400.). 
# The density was rho1 = 2900, rho2 = 2600, rho3 = 2500 (all in kg/m^3). 
# The data was calculated onto a regular grid with shape (100, 75). 
0.000;-2000.000;0.065
0.000;-1905.405;0.068
0.000;-1810.811;0.072
0.000;-1716.216;0.076
0.000;-1621.622;0.080
0.000;-1527.027;0.084
0.000;-1432.432;0.089
0.000;-1337.838;0.094
0.000;-1243.243;0.099
0.000;-1148.649;0.105
0.000;-1054.054;0.112
0.000;-959.459;0.119
0.000;-864.865;0.127
0.000;-770.270;0.135
0.000;-675.676;0.144
0.000;-581.081;0.154
0.000;-486.486;0.165
0.000;-391.892;0.176
0.000;-297.297;0.189
0.000;-202.703;0.203
0.000;-108.108;0.219
0.000;-13.514;0.236
0.000;81.081;0.254
0.000;175.676;0.274
0.000;270.270;0.296
0.000;364.865;0.320
0.000;459.459;0.346
0.000;554.054;0.375
0.000;648.649;0.405
0.000;743.243;0.438
0.000;837.838;0.472
0.000;932.432;0.509
0.000;1027.027;0.547
0.000;1121.622;0.586
0.000;1216.216;0.626
0.000;1310.811;0.665
0.000;1405.405;0.703
0.000;1500.000;0.738
0.000;1594.595;0.770
0.000;1689.189;0.797
0.000;1783.784;0.817
0.000;1878.378;0.831
0.000;1972.973;0.838
0.000;2067.568;0.837
0.000;2162.162;0.828
0.000;2256.757;0.811
0.000;2351.351;0.789
0.000;2445.946;0.760
0.000;2540.541;0.728
0.000;2635.135;0.692
0.000;2729.730;0.654
0.000;2824.324;0.615
0.000;2918.919;0.576
0.000;3013.514;0.538
0.000;3108.108;0.501
0.000;3202.703;0.466
0.000;3297.297;0.432
0.000;3391.892;0.401
0.000;3486.486;0.372
0.000;3581.081;0.345
0.000;3675.676;0.320
0.000;3770.270;0.297
0.000;3864.865;0.276
0.000;3959.459;0.256
0.000;4054.054;0.239
0.000;4148.649;0.223
0.000;4243.243;0.208
0.000;4337.838;0.194
0.000;4432.432;0.182
0.000;4527.027;0.170
0.000;4621.622;0.160
0.000;4716.216;0.150
0.000;4810.811;0.141
0.000;4905.405;0.133
0.000;5000.000;0.126
80.808;-2000.000;0.066
80.808;-1905.405;0.070
80.808;-1810.811;0.074
80.808;-1716.216;0.077
80.808;-1621.622;0.082
80.808;-1527.027;0.086
80.808;-1432.432;0.091
80.808;-1337.838;0.097
80.808;-1243.243;0.102
80.808;-1148.649;0.109
80.808;-1054.054;0.115
80.808;-959.459;0.123
80.808;-864.865;0.131
80.808;-770.270;0.140
80.808;-675.676;0.149
80.808;-581.081;0.160
80.808;-486.486;0.171
80.808;-391.892;0.184
80.808;-297.297;0.198
80.808;-202.703;0.213
80.808;-108.108;0.230
80.808;-13.514;0.248
80.808;81.081;0.268
80.808;175.676;0.290
80.808;270.270;0.315
80.808;364.865;0.342
80.808;459.459;0.371
80.808;554.054;0.403
80.808;648.649;0.437
80.808;743.243;0.475
80.808;837.838;0.515
80.808;932.432;0.557
80.808;1027.027;0.602
80.808;1121.622;0.648
80.808;1216.216;0.696
80.808;1310.811;0.743
80.808;1405.405;0.789
80.808;1500.000;0.832
80.808;1594.595;0.871
80.808;1689.189;0.904
80.808;1783.784;0.930
80.808;1878.378;0.948
80.808;1972.973;0.956
80.808;2067.568;0.954
80.808;2162.162;0.943
80.808;2256.757;0.922
80.808;2351.351;0.894
80.808;2445.946;0.859
80.808;2540.541;0.818
80.808;2635.135;0.775
80.808;2729.730;0.729
80.808;2824.324;0.682
80.808;2918.919;0.636
80.808;3013.514;0.591
80.808;3108.108;0.547
80.808;3202.703;0.506
80.808;3297.297;0.468
80.808;3391.892;0.432
80.808;3486.486;0.399
80.808;3581.081;0.368
80.808;3675.676;0.341
80.808;3770.270;0.315
80.808;3864.865;0.292
80.808;3959.459;0.271
80.808;4054.054;0.251
80.808;4148.649;0.234
80.808;4243.243;0.218
80.808;4337.838;0.203
80.808;4432.432;0.190
80.808;4527.027;0.177
80.808;4621.622;0.166
80.808;4716.216;0.156
80.808;4810.811;0.147
80.808;4905.405;0.138
80.808;5000.000;0.130
161.616;-2000.000;0.068
161.616;-1905.405;0.071
161.616;-1810.811;0.075
161.616;-1716.216;0.079
161.616;-1621.622;0.084
161.616;-1527.027;0.088
161.616;-1432.432;0.094
161.616;-1337.838;0.099
161.616;-1243.243;0.105
161.616;-1148.649;0.112
161.616;-1054.054;0.119
161.616;-959.459;0.127
161.616;-864.865;0.135
161.616;-770.270;0.144
161.616;-675.676;0.155
161.616;-581.081;0.166
161.616;-486.486;0.178
161.616;-391.892;0.191
161.616;-297.297;0.206
161.616;-202.703;0.223
161.616;-108.108;0.241
161.616;-13.514;0.261
161.616;81.081;0.283
161.616;175.676;0.307
161.616;270.270;0.334
161.616;364.865;0.364
161.616;459.459;0.397
161.616;554.054;0.433
161.616;648.649;0.472
161.616;743.243;0.515
161.616;837.838;0.561
161.616;932.432;0.611
161.616;1027.027;0.663
161.616;1121.622;0.718
161.616;1216.216;0.775
161.616;1310.811;0.832
161.616;1405.405;0.888
161.616;1500.000;0.941
161.616;1594.595;0.990
161.616;1689.189;1.031
161.616;1783.784;1.064
161.616;1878.378;1.086
161.616;1972.973;1.096
161.616;2067.568;1.094
161.616;2162.162;1.079
161.616;2256.757;1.053
161.616;2351.351;1.018
161.616;2445.946;0.974
161.616;2540.541;0.924
161.616;2635.135;0.870
